instance family sequential-d2-induced-except-0 sequential-d2-induced-except-1 sequential-d2-induced-except-2 sequential-d2-induced-except-3 sequential-d2-induced-except-4 sequential-d2-induced-except-5 sequential-d2-induced-except-10 sequential-d2-induced-except-20
g4-g92 11 1291 1295 1322 1312 1440 1389 1321 1377
g4-g94 11 1839 1795 1821 1823 1803 1693 1811 1841
g4-g95 11 2140 2098 2126 2104 2135 2093 2139 2364
g4-g96 11 2298 2139 2164 1964 2144 2106 2230 2132
g4-g97 11 2117 2161 2199 2139 2383 1936 2137 2140
g4-g98 11 2115 2127 2122 2119 2122 2125 2123 2217
g4-g99 11 2122 2154 2160 2185 2123 2159 2170 2196
g40-g100 11 2184 2188 2186 2220 2232 2247 2185 2187
g40-g101 11 2727 2731 2728 2766 2758 2729 2773 2737
g40-g102 11 2753 2761 2765 2882 2761 2816 2766 2583
g40-g103 11 3010 2952 2956 2957 2966 2960 3159 3004
g40-g104 11 7896 7800 7806 7809 7802 7822 7815 7801
g40-g105 11 8018 7967 7934 8016 7934 8018 8370 8254
g40-g106 11 17599 17271 17687 17788 17998 17428 17691 17569
g40-g107 11 18016 18008 17663 17649 17500 17651 17823 17549
g40-g108 11 21983 21837 22181 22050 21972 21883 21887 21861
g40-g109 11 23423 23239 23083 23234 23193 22189 23119 23789
g40-g110 11 30286 30385 30287 30221 30396 30342 30595 30431
g40-g111 11 31998 34340 33848 33832 34376 34244 34069 34131
g40-g112 11 50846 50851 51770 51386 50842 51172 50759 50676
g40-g51 11 16 16 20 20 16 20 17 17
g40-g52 11 17 16 16 16 16 21 19 16
g40-g53 11 17 17 17 17 18 24 23 18
g40-g54 11 34 33 46 42 34 33 49 47
g40-g55 11 47 33 33 47 33 33 33 46
g40-g56 11 34 47 43 34 47 34 49 33
g40-g57 11 42 45 31 44 31 31 32 43
g40-g61 11 40 39 39 39 40 39 40 39
g40-g62 11 79 55 54 54 56 59 55 77
g40-g63 11 67 66 95 66 66 66 66 66
g40-g64 11 132 184 131 131 132 132 32092 1000000
g40-g65 11 68 67 67 67 67 67 67 72
g40-g67 11 65 66 95 79 66 66 66 65
g40-g68 11 108 109 108 108 108 109 108 122
g40-g69 11 77 77 77 78 114 78 82 108
g40-g70 11 74 74 75 74 74 75 74 102
g40-g71 11 90 78 78 78 78 78 79 108
g40-g72 11 116 183 120 117 117 117 117 120
g40-g74 11 170 178 153 218 154 241 153 154
g40-g75 11 208 211 211 212 216 229 215 383
g40-g76 11 475 462 504 560 596 683 954 1308
g40-g77 11 639 713 766 842 882 958 1266 1880
g40-g78 11 174 176 267 176 176 182 177 186
g40-g79 11 227 227 229 319 229 243 236 244
g40-g80 11 414 317 295 296 296 289 374 310
g40-g81 11 509 573 522 533 617 512 516 527
g40-g83 11 449 472 493 480 472 470 466 465
g40-g84 11 1534 1736 1950 2057 2118 2276 2992 4307
g40-g85 11 550 487 512 571 600 488 491 490
g40-g87 11 541 542 543 543 540 545 634 608
g40-g88 11 569 586 574 543 566 715 576 576
g40-g89 11 546 548 548 548 546 549 547 549
g40-g90 11 1046 1014 994 1033 999 996 1017 1100
g40-g91 11 1079 1076 1078 1077 1093 1077 1039 1077
g40-g92 11 1386 1403 1385 1382 1384 1389 1385 1388
g40-g94 11 1954 1907 2040 1931 1880 1981 1944 1887
g40-g95 11 2201 2215 2205 2223 2291 2288 2222 2208
g40-g96 11 2204 2213 2287 2207 2279 2213 2283 2212
g40-g97 11 2307 2277 2411 2282 2223 2283 2316 2402
g40-g98 11 2226 2281 2280 2308 2265 2236 2280 2240
g40-g99 11 2232 2345 2299 2305 2280 2234 2536 2255
g41-g100 11 2204 2185 2274 2256 2542 2647 1000001 1000004
g41-g101 11 2916 3231 3276 3898 37211 1000002 1000002 1000002
g41-g102 11 3012 3290 18325 63776 418699 1000001 1000003 1000001
g41-g103 11 3274 3692 33898 112218 1000001 1000003 1000002 1000003
g41-g104 11 8155 11936 29661 179103 1000005 1000006 1000005 1000002
g41-g105 11 8298 12063 30062 181159 1000005 1000006 1000004 1000002
g41-g106 11 18999 41511 145462 1000011 1000011 1000015 1000010 1000012
g41-g107 11 18533 29041 77843 582611 1000007 1000011 1000007 1000003
g41-g108 11 22645 36444 98633 807445 1000008 1000013 1000004 1000003
g41-g109 11 24286 25235 25609 28096 167700 1000004 1000013 1000004
g41-g110 11 33279 33614 150942 533817 1000004 1000010 1000013 1000012
g41-g111 11 36003 62624 188037 1000007 1000010 1000002 1000004 1000004
g41-g112 11 51455 52648 59430 92824 237261 804408 1000004 1000018
g41-g51 11 12 14 20 68 299 987 1000000 1000000
g41-g52 11 11 13 14 94 552 3281 1000000 1000000
g41-g53 11 18 267 899 6401 61082 426162 1000000 1000000
g41-g54 11 42 45 422 1483 16398 207146 1000000 1000000
g41-g55 11 40 49 367 1346 14570 156163 1000000 1000000
g41-g56 11 43 47 472 1664 18927 247304 1000000 1000000
g41-g57 11 24 23 23 25 30 37 7810 1000000
g41-g61 11 46 57 74 83 793 7782 1000000 1000000
g41-g62 11 66 67 187 635 4090 29837 1000000 1000000
g41-g63 11 475 4914 25472 513942 1000000 1000000 1000000 1000000
g41-g64 11 158845 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g41-g65 11 98 129 2135 7798 189997 1000000 1000000 1000000
g41-g67 11 74 101 125 149 2537 130794 1000000 1000000
g41-g68 11 603481 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g41-g69 11 97 136 446 2145 9841 38323 1000000 1000001
g41-g70 11 68 79 91 111 194 622 1000000 1000000
g41-g71 11 98 150 580 2689 12355 46548 1000000 1000000
g41-g72 11 123 112 184 116 157 5984 1000000 1000000
g41-g74 11 155 159 1230 3729 37500 812384 1000000 1000000
g41-g75 11 247 273 17627 91398 926008 1000000 1000000 1000000
g41-g76 11 435 520 172220 1000000 1000000 1000000 1000000 1000000
g41-g77 11 604 642 735154 1000000 1000001 1000000 1000000 1000000
g41-g78 11 257 295 4258 15471 139511 1000000 1000001 1000000
g41-g79 11 242 266 589 1876 18529 291933 1000000 1000000
g41-g80 11 285 296 297 310 339 459 307454 1000000
g41-g81 11 601 824 11592 39928 827914 1000001 1000001 1000001
g41-g83 11 623 754 9232 28767 223436 1000001 1000001 1000001
g41-g84 11 1558 1540 509772 1000001 1000000 1000001 1000001 1000001
g41-g85 11 478 513 571 636 672 1025 1000000 1000001
g41-g87 11 739 700 2444 8323 174224 1000001 1000000 1000001
g41-g88 11 647 712 3624 13099 267501 1000001 1000001 1000001
g41-g89 11 547 637 684 725 936 1165 1000001 1000001
g41-g90 11 1224 1501 1613 13134 136108 865460 1000001 1000001
g41-g91 11 1109 1213 1908 4623 16384 56331 1000001 1000001
g41-g92 11 1567 1537 2177 5623 19468 70173 1000001 1000001
g41-g94 11 2080 2256 3772 11680 87241 566434 1000001 1000001
g41-g95 11 2212 2270 2409 3007 5464 14941 1000001 1000001
g41-g96 11 2219 2268 2424 3368 6564 19072 1000001 1000001
g41-g97 11 2231 2277 2493 2783 4592 11169 1000002 1000001
g41-g98 11 2330 2413 3018 5799 17864 67314 1000002 1000001
g41-g99 11 2275 2408 3029 5829 17953 68175 1000001 1000002
g42-g100 11 2456 2181 2272 2530 2345 2496 1000001 1000003
g42-g101 11 2784 2885 3010 3213 3365 3409 1000002 1000002
g42-g102 11 2901 2976 3238 3534 3273 3317 1000002 1000002
g42-g103 11 3234 3272 3303 3370 3445 3570 1000001 1000001
g42-g104 11 7954 8107 10383 1000002 1000002 1000004 1000002 1000002
g42-g105 11 8091 8164 10558 1000003 1000005 1000002 1000002 1000001
g42-g106 11 18363 18423 42190 1000002 1000009 1000008 1000007 1000002
g42-g107 11 17692 17959 25661 1000004 1000009 1000002 1000003 1000002
g42-g108 11 22042 22302 34693 1000003 1000009 1000011 1000005 1000007
g42-g109 11 23597 24179 24113 24758 24296 25637 1000003 1000009
g42-g110 11 30368 33856 33232 33797 35098 35896 1000003 1000015
g42-g111 11 34507 34626 63108 1000003 1000012 1000013 1000011 1000002
g42-g112 11 50785 51288 51662 52088 47852 54527 1000003 1000023
g42-g51 11 12 13 13 14 15 432 1000000 1000000
g42-g52 11 10 11 12 13 19 18 227900 1000000
g42-g53 11 16 20 54 41453 1000000 1000000 1000000 1000000
g42-g54 11 50 52 42 65 52 62 1000000 1000000
g42-g55 11 34 36 39 60 47 63 1000000 1000000
g42-g56 11 38 40 59 62 54 63 1000000 1000000
g42-g57 11 25 24 24 24 26 28 38781 1000000
g42-g61 11 37 40 44 63 58 75 1000000 1000000
g42-g62 11 52 53 56 61 68 78 1000000 1000000
g42-g63 11 125 580 7991 57435 1000000 1000000 1000000 1000000
g42-g64 11 124573 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g42-g65 11 88 89 93 117 98 139 1000000 1000000
g42-g67 11 63 69 75 84 99 106 1000000 1000000
g42-g68 11 16999 80810 1000000 1000000 1000000 1000000 1000000 1000000
g42-g69 11 79 88 96 105 115 262 1000000 1000000
g42-g70 11 87 95 75 80 87 96 1000000 1000000
g42-g71 11 115 135 147 152 178 276 1000000 1000000
g42-g72 11 110 112 128 117 147 125 1000000 1000000
g42-g74 11 152 154 158 163 183 300 1000000 1000000
g42-g75 11 262 262 280 305 328 1890 1000000 1000000
g42-g76 11 427 458 489 513 544 6411 1000000 1000000
g42-g77 11 602 635 661 692 711 11291 1000000 1000000
g42-g78 11 246 279 304 333 372 404 1000000 1000000
g42-g79 11 237 249 258 265 277 283 1000000 1000000
g42-g80 11 289 287 290 306 305 312 920559 1000001
g42-g81 11 613 636 665 668 691 707 1000001 1000000
g42-g83 11 578 613 619 625 645 655 1000001 1000001
g42-g84 11 1417 1652 1646 1734 1729 13984 1000001 1000001
g42-g85 11 498 493 503 530 546 576 1000001 1000001
g42-g87 11 584 605 629 662 716 834 1000001 1000001
g42-g88 11 605 638 673 714 783 922 1000001 1000001
g42-g89 11 544 560 582 631 644 683 1000001 1000001
g42-g90 11 1065 1167 1218 1271 1299 1311 1000001 1000001
g42-g91 11 1093 1124 1154 1186 1228 1349 1000001 1000003
g42-g92 11 1401 1437 1477 1516 1573 1805 1000001 1000001
g42-g94 11 2131 2044 2098 2163 2288 2288 1000001 1000001
g42-g95 11 2258 2232 2253 2274 2383 37776 1000001 1000001
g42-g96 11 2281 2267 2273 2419 4405 140894 1000001 1000001
g42-g97 11 2213 2227 2315 2339 46278 593167 1000001 1000001
g42-g98 11 2239 2269 2311 8768 66035 1000001 1000001 1000001
g42-g99 11 2073 2271 2562 8976 73696 1000001 1000003 1000001
g43-g100 11 2214 2216 2996 2258 2086 2333 2502 3533
g43-g101 11 2790 3784 2874 2899 2945 2991 3143 167398
g43-g102 11 2842 2902 2791 2965 3003 3153 3211 1000002
g43-g103 11 3104 3296 3193 3211 3375 3508 3532 1000004
g43-g104 11 7888 8013 8108 8133 8234 8259 8656 1000002
g43-g105 11 8016 8296 8185 8432 8423 8305 8600 1000002
g43-g106 11 18043 18186 18479 18512 18435 18569 23733 1000003
g43-g107 11 17555 17942 17948 18060 18262 18337 19310 1000003
g43-g108 11 21777 22118 22212 22388 22571 22799 23866 1000009
g43-g109 11 23497 23726 23668 23958 24574 24390 24721 664803
g43-g110 11 28547 32073 31972 32030 32352 32554 35506 1000009
g43-g111 11 34154 34343 34789 34717 35141 35224 41848 1000004
g43-g112 11 46522 51571 51528 51838 51852 52455 53051 1000010
g43-g51 11 12 13 13 14 18 15 68 1000000
g43-g52 11 11 12 12 13 13 14 16 4670
g43-g53 11 15 17 17 18 18 19 20 1000000
g43-g54 11 34 34 35 36 37 38 43 133958
g43-g55 11 33 33 34 36 55 39 43 89637
g43-g56 11 35 35 36 37 38 39 46 157298
g43-g57 11 26 25 25 26 27 28 51 90
g43-g61 11 39 39 41 43 44 47 53 6730
g43-g62 11 53 53 80 57 58 60 83 36745
g43-g63 11 83 82 121 85 87 87 10213 1000000
g43-g64 11 33771 190547 706796 1000000 1000000 1000000 1000000 1000000
g43-g65 11 78 78 80 82 84 87 93 793103
g43-g67 11 88 69 70 72 76 80 93 10697
g43-g68 11 843 2450 4524 7236 10509 14691 1000000 1000000
g43-g69 11 99 122 87 109 93 97 108 51613
g43-g70 11 70 73 75 78 82 85 100 1472
g43-g71 11 95 84 87 91 136 119 126 63322
g43-g72 11 111 190 114 117 121 123 206 52048
g43-g74 11 152 155 157 161 164 169 210 340355
g43-g75 11 239 254 271 288 305 321 449 1000000
g43-g76 11 430 466 504 533 566 601 805 1000000
g43-g77 11 675 674 690 752 761 798 1000 1000000
g43-g78 11 215 218 267 226 230 233 265 1000000
g43-g79 11 235 240 247 253 364 366 308 188664
g43-g80 11 291 291 302 302 311 308 374 584
g43-g81 11 563 580 592 603 612 636 664 1000001
g43-g83 11 514 550 558 554 563 584 716 1000001
g43-g84 11 1527 1695 1773 1793 1899 1998 2388 1000001
g43-g85 11 489 502 511 520 538 541 602 1105
g43-g87 11 583 605 592 605 611 649 755 612412
g43-g88 11 748 602 606 623 634 642 752 1000000
g43-g89 11 549 584 575 596 605 614 692 4532
g43-g90 11 1073 1099 1108 1126 1148 1167 1224 491654
g43-g91 11 1092 1112 1129 1150 1166 1186 1265 179623
g43-g92 11 1617 1432 1448 1403 1496 1519 1613 205383
g43-g94 11 1943 1980 2005 1926 2060 2090 2206 433628
g43-g95 11 2210 2227 2249 2270 2289 2319 2705 75794
g43-g96 11 2216 2252 2266 2287 2388 2370 2560 1000001
g43-g97 11 2250 2249 2254 2287 2308 2334 2471 1000001
g43-g98 11 2089 2271 2306 2321 2351 2412 2530 1000001
g43-g99 11 2248 2273 2416 2339 2416 2393 2592 1000001
g44-g100 11 2197 2076 2269 2298 2308 2328 2460 2850
g44-g101 11 2807 2862 3369 3390 2952 3023 3113 7223
g44-g102 11 2835 3324 2936 3076 3066 3049 3220 62772
g44-g103 11 3105 3239 3214 3415 3543 3460 3496 1000005
g44-g104 11 7942 8009 8077 8532 8469 8341 8772 1000002
g44-g105 11 7974 8094 8146 8249 8289 8550 9086 1000004
g44-g106 11 17890 18165 18328 18342 18471 18738 36541 1000007
g44-g107 11 17610 17765 17927 18160 18417 18251 22877 1000004
g44-g108 11 21943 21965 22380 22182 22537 22508 31495 1000008
g44-g109 11 23443 23603 23700 23959 23973 24197 24699 42359
g44-g110 11 31241 31657 31834 32508 32553 32693 1000011 1000015
g44-g111 11 34137 34338 34730 34643 35358 35376 57950 1000006
g44-g112 11 51256 52483 52717 52714 52793 51817 53866 1000015
g44-g51 11 20 14 14 14 14 14 15 243699
g44-g52 11 13 13 17 13 18 13 15 12163
g44-g53 11 15 16 17 17 17 17 19 6558
g44-g54 11 33 34 35 35 36 37 89 467612
g44-g55 11 33 33 34 35 36 36 40 15930
g44-g56 11 34 35 36 36 37 37 203 897650
g44-g57 11 28 27 40 41 42 43 33 47
g44-g61 11 38 40 42 42 43 44 49 215
g44-g62 11 67 69 56 57 58 58 65 238408
g44-g63 11 93 79 82 83 84 104 11932 1000000
g44-g64 11 60833 348191 1000000 1000000 1000000 1000000 1000000 1000000
g44-g65 11 76 76 79 82 83 84 93 353366
g44-g67 11 66 71 73 74 77 79 88 371
g44-g68 11 150 20388 104081 339930 1000000 1000000 1000000 1000000
g44-g69 11 77 84 104 108 104 111 103 1226
g44-g70 11 96 77 79 81 82 85 94 278
g44-g71 11 78 85 88 90 91 94 104 2057
g44-g72 11 113 117 119 122 125 128 234 2266
g44-g74 11 155 159 161 165 186 171 2750 1000000
g44-g75 11 243 261 281 332 315 338 1000000 1000000
g44-g76 11 432 475 550 577 601 644 1000000 1000000
g44-g77 11 625 668 721 764 818 856 1000000 1000000
g44-g78 11 193 206 277 232 219 222 753 1000000
g44-g79 11 231 244 250 264 258 259 294 55586
g44-g80 11 296 298 304 325 317 314 355 437
g44-g81 11 558 577 591 607 617 622 668 1000001
g44-g83 11 479 524 546 559 563 565 613 38168
g44-g84 11 1536 1732 1801 1912 2050 2048 1000001 1000001
g44-g85 11 490 511 561 575 527 572 616 827
g44-g87 11 559 583 594 605 625 619 676 1000001
g44-g88 11 585 591 601 635 726 718 783 1000001
g44-g89 11 574 603 616 602 604 721 652 1311
g44-g90 11 1038 1089 1101 1157 1202 1341 1192 3669
g44-g91 11 1288 1128 1158 1121 1166 1232 1259 184350
g44-g92 11 1421 1445 1512 1480 1494 1503 1569 240101
g44-g94 11 1912 2034 2377 2026 2046 2056 2170 10782
g44-g95 11 2214 2253 2277 2295 2315 2331 2416 3478
g44-g96 11 2396 2383 2361 2358 2519 2567 2460 3996
g44-g97 11 2224 2269 2298 2317 2334 2352 2437 3588
g44-g98 11 2259 2308 2337 2187 2374 2387 2470 7905
g44-g99 11 2297 2112 2392 2354 2385 2398 2763 7974
g45-g100 11 2228 2272 2347 2330 2311 2396 2590 2609
g45-g101 11 2799 2845 2895 2902 2949 2988 3075 4699
g45-g102 11 2854 2895 2941 3022 3021 3115 3288 5263
g45-g103 11 3099 3002 3191 3163 3292 3316 3430 7303
g45-g104 11 7870 8000 8103 8117 8341 8240 8592 23551
g45-g105 11 7449 8134 8194 8271 8319 8319 8469 24431
g45-g106 11 17878 18361 18291 18319 18408 18510 18389 355479
g45-g107 11 17855 18237 17973 18277 18246 18564 18729 101921
g45-g108 11 21960 22367 22261 22224 22302 22430 22887 154482
g45-g109 11 23526 23635 24031 23836 24140 23148 24536 32018
g45-g110 11 31267 30088 30741 31922 32432 31952 34328 1000015
g45-g111 11 34099 34469 34567 34901 35267 35904 31705 448420
g45-g112 11 52208 52225 52671 52516 52353 52464 53431 154880
g45-g51 11 13 14 14 14 19 19 15 5173
g45-g52 11 12 13 13 13 13 13 15 753
g45-g53 11 15 16 17 17 17 17 19 236
g45-g54 11 33 50 51 52 53 54 59 2253
g45-g55 11 46 33 35 35 35 36 40 168
g45-g56 11 34 35 36 36 37 37 41 4816
g45-g57 11 28 27 27 28 29 29 50 43
g45-g61 11 38 40 62 42 43 65 49 115
g45-g62 11 81 55 74 57 87 58 65 4113
g45-g63 11 75 96 98 95 90 97 100 284989
g45-g64 11 148 145 144 144 144 143 369177 1000000
g45-g65 11 76 76 79 81 82 84 91 339
g45-g67 11 65 69 71 73 76 79 86 198
g45-g68 11 147 150 148 148 148 147 97978 1000000
g45-g69 11 76 83 86 130 90 92 116 293
g45-g70 11 94 94 99 104 81 82 93 238
g45-g71 11 77 83 87 88 90 93 101 350
g45-g72 11 113 117 132 144 123 127 141 377
g45-g74 11 154 173 161 163 167 170 190 59584
g45-g75 11 232 239 235 241 242 243 1033 1000000
g45-g76 11 414 437 436 416 441 433 4829 1000000
g45-g77 11 585 595 586 589 590 591 17064 1000000
g45-g78 11 201 204 213 216 233 221 235 48992
g45-g79 11 232 265 257 256 366 256 390 571
g45-g80 11 320 304 309 308 313 314 355 430
g45-g81 11 559 575 608 774 624 729 668 2208
g45-g83 11 737 584 545 556 562 595 603 1597
g45-g84 11 1484 1587 1552 1564 1518 1620 11463 1000001
g45-g85 11 623 519 535 529 534 537 579 634
g45-g87 11 562 580 594 605 613 697 651 25101
g45-g88 11 633 626 609 731 639 684 681 20468
g45-g89 11 614 601 590 597 604 624 669 818
g45-g90 11 1058 1087 1136 1120 1148 1233 1206 2235
g45-g91 11 1089 1121 1195 1148 1166 1173 1276 7671
g45-g92 11 1402 1450 1471 1481 1486 1505 1568 11420
g45-g94 11 2153 1973 2018 2030 2050 2089 2136 3328
g45-g95 11 2215 2150 2274 2522 2311 2331 2418 2724
g45-g96 11 2219 2439 2319 2380 2359 2486 2469 2766
g45-g97 11 2235 2336 2321 2398 2319 2562 2631 2825
g45-g98 11 2249 2332 2358 2345 2483 2380 2457 2770
g45-g99 11 2420 2326 2357 2819 2368 2377 2473 2991
g46-g100 11 2190 2249 2471 2295 2250 2189 2302 22162
g46-g101 11 2549 2802 2618 2779 2827 2893 3194 550411
g46-g102 11 2916 2788 2842 2881 2912 2962 3253 1000002
g46-g103 11 3021 3054 3144 3297 3395 3428 68390 1000001
g46-g104 11 7910 7867 7898 7957 7988 8281 53062 1000001
g46-g105 11 7904 7954 7945 7983 7572 8316 53419 1000002
g46-g106 11 17692 17995 17801 18069 20936 30401 1000005 1000012
g46-g107 11 17535 17296 17570 17923 18315 19597 268544 1000003
g46-g108 11 21849 21769 21946 21954 22996 24896 457313 1000003
g46-g109 11 23034 23073 23527 23283 23645 23637 25000 1000006
g46-g110 11 29571 31704 32047 32415 49435 367242 1000005 1000016
g46-g111 11 33940 34160 34269 34189 37981 49280 1000003 1000013
g46-g112 11 50499 51043 50864 50720 50813 51253 65419 1000004
g46-g51 11 13 13 12 12 12 12 15 1000000
g46-g52 11 12 11 11 11 11 11 14 1000000
g46-g53 11 14 15 15 16 16 17 548 158435
g46-g54 11 45 32 32 32 33 43 26320 1000000
g46-g55 11 30 29 29 30 32 34 430 1000000
g46-g56 11 31 32 33 48 50 82 38993 1000000
g46-g57 11 27 25 24 24 23 23 28 546
g46-g61 11 36 34 33 34 36 55 74 17326
g46-g62 11 51 49 64 49 50 51 1657 1000000
g46-g63 11 73 82 94 321 4456 14859 966298 1000000
g46-g64 11 74975 496860 1000000 1000000 1000000 1000000 1000000 1000000
g46-g65 11 89 90 78 82 88 104 2560 1000000
g46-g67 11 77 88 60 61 103 68 94 39051
g46-g68 11 9634 116263 486960 1000000 1000000 1000000 1000000 1000000
g46-g69 11 73 72 74 75 79 81 121 42224
g46-g70 11 70 89 84 82 69 70 88 11482
g46-g71 11 74 73 74 76 94 95 185 63418
g46-g72 11 113 112 111 110 111 111 124 24770
g46-g74 11 151 149 150 152 152 152 150827 1000000
g46-g75 11 254 289 275 598 5229 240578 1000000 1000000
g46-g76 11 426 485 509 5635 20300 1000000 1000000 1000001
g46-g77 11 596 659 693 10357 50537 1000000 1000000 1000000
g46-g78 11 177 200 211 241 392 1783 584540 1000000
g46-g79 11 223 228 249 236 242 242 460 1000001
g46-g80 11 293 287 290 312 292 285 322 4191
g46-g81 11 527 541 582 614 642 661 16780 1000000
g46-g83 11 464 510 512 521 546 581 1313 1000001
g46-g84 11 1430 1696 1756 12692 45209 1000001 1000001 1000002
g46-g85 11 478 480 481 482 482 488 547 28930
g46-g87 11 539 546 567 576 582 593 53472 1000001
g46-g88 11 559 573 580 590 598 624 144142 1000001
g46-g89 11 541 539 538 540 542 553 636 58455
g46-g90 11 1007 1020 1028 1057 1075 1083 1247 906669
g46-g91 11 1065 1073 1076 1083 1090 1226 1813 1000001
g46-g92 11 1382 1380 1391 1409 1412 1351 2230 1000001
g46-g94 11 1869 1881 1898 1938 1940 1966 2247 1000001
g46-g95 11 2221 2306 2077 2229 2276 2225 2342 45368
g46-g96 11 2394 2225 2226 2222 2217 2234 2354 70792
g46-g97 11 2210 2216 2243 2215 2217 2230 2347 56645
g46-g98 11 2360 2086 2074 2086 2267 2275 2684 179946
g46-g99 11 2245 2242 2251 2269 2081 2278 3014 178799
g47-g100 11 2176 2200 2189 2192 2188 2034 2305 6927
g47-g101 11 2773 2775 2912 2799 2723 2894 3260 167617
g47-g102 11 2852 2837 2849 2888 3142 2953 3256 1000002
g47-g103 11 3120 3048 3177 3389 3528 3410 5772 1000001
g47-g104 11 7830 7857 7959 7952 7428 8102 15376 1000002
g47-g105 11 7941 7973 7996 8119 8076 8113 15705 1000001
g47-g106 11 18367 17657 18003 18008 18281 18911 165801 1000002
g47-g107 11 17660 17698 17757 17853 17919 18418 54109 1000005
g47-g108 11 21562 21774 21958 22057 22295 22148 79916 1000002
g47-g109 11 23008 23061 23564 23239 23766 23549 24709 745698
g47-g110 11 31304 31388 31888 31910 32956 39855 1000005 1000021
g47-g111 11 33874 33919 34064 34167 34859 33532 216092 1000003
g47-g112 11 50714 50846 51630 50909 51673 46930 56510 1000013
g47-g51 11 13 13 12 12 12 12 20 1000000
g47-g52 11 12 11 11 11 11 11 14 236906
g47-g53 11 14 15 15 21 22 23 51 44746
g47-g54 11 30 31 31 32 33 35 1846 1000000
g47-g55 11 29 38 29 30 31 33 83 970733
g47-g56 11 31 32 32 33 34 39 2838 1000000
g47-g57 11 27 25 24 23 23 34 40 254
g47-g61 11 36 34 34 34 36 38 53 5793
g47-g62 11 51 49 49 49 50 51 323 1000000
g47-g63 11 72 80 82 86 190 709 113178 1000000
g47-g64 11 166 148 146 68682 486397 1000000 1000000 1000000
g47-g65 11 69 70 86 80 85 89 218 1000000
g47-g67 11 60 60 60 61 65 68 93 11827
g47-g68 11 233 198 160 19176 103530 431387 1000000 1000000
g47-g69 11 73 73 91 88 78 82 109 17982
g47-g70 11 70 69 68 68 68 70 87 2869
g47-g71 11 73 73 74 76 79 82 122 24963
g47-g72 11 111 111 154 148 112 111 152 7561
g47-g74 11 148 149 172 170 167 170 13884 1000000
g47-g75 11 234 237 239 243 253 9028 1000000 1000000
g47-g76 11 573 516 423 430 460 16322 1000000 1000000
g47-g77 11 601 601 594 609 652 102295 1000000 1000001
g47-g78 11 176 197 207 215 224 234 33838 1000000
g47-g79 11 223 225 230 235 240 240 313 1000000
g47-g80 11 291 292 290 290 384 373 323 1680
g47-g81 11 581 614 588 611 657 668 1325 1000001
g47-g83 11 456 534 543 530 580 619 1134 1000001
g47-g84 11 1550 1622 1514 1606 1553 33770 1000001 1000001
g47-g85 11 480 482 481 481 479 487 546 2285
g47-g87 11 541 548 584 580 582 619 5875 1000001
g47-g88 11 540 550 580 588 598 613 13739 1000001
g47-g89 11 746 540 542 543 551 554 715 2412
g47-g90 11 1003 1017 1032 1060 1108 1114 1271 130921
g47-g91 11 1082 1071 1076 1082 1088 1099 1320 544532
g47-g92 11 1378 1419 1394 1554 1424 1425 1821 562903
g47-g94 11 1973 1882 1898 1912 1939 1967 2191 292837
g47-g95 11 2210 2359 2284 2207 2211 2222 2323 15726
g47-g96 11 2332 2318 2471 2220 2223 2233 2425 23288
g47-g97 11 2035 2205 2212 2221 2233 2234 2372 19420
g47-g98 11 2234 2232 2247 2250 2262 2108 2506 55799
g47-g99 11 2389 2282 2236 2282 2254 2270 2473 57009
g48-g100 11 2179 2202 2191 2189 2264 2261 2138 6842
g48-g101 11 2575 2749 2866 2742 2784 2811 3077 310179
g48-g102 11 2770 2777 2675 2847 2892 2944 3210 1000001
g48-g103 11 3014 2912 3099 3217 3329 3375 5685 1000002
g48-g104 11 7881 7898 7886 7929 7928 8005 23197 1000002
g48-g105 11 7920 7933 7997 8015 8028 8097 23728 1000002
g48-g106 11 17822 17877 17872 18125 18530 21464 528684 1000002
g48-g107 11 17921 17621 17657 17667 17882 18342 115238 1000002
g48-g108 11 21858 21752 21866 22015 22274 22776 193982 1000010
g48-g109 11 23016 23117 23060 23151 23307 23714 24540 1000006
g48-g110 11 30931 31636 29871 31841 35332 100429 1000003 1000013
g48-g111 11 32186 34166 34418 34302 35006 38342 657020 1000006
g48-g112 11 50945 51674 50674 51046 51481 50914 54846 1000005
g48-g51 11 13 13 12 12 12 12 14 1000000
g48-g52 11 18 12 11 15 11 11 13 520458
g48-g53 11 14 15 15 15 16 17 176 67735
g48-g54 11 31 31 31 31 32 33 4356 1000000
g48-g55 11 30 43 29 29 31 32 197 1000000
g48-g56 11 31 32 32 47 48 34 9160 1000000
g48-g57 11 28 26 24 24 23 23 26 197
g48-g61 11 37 34 33 33 34 36 49 11213
g48-g62 11 76 74 73 73 49 69 442 1000000
g48-g63 11 71 78 84 110 771 4220 418924 1000000
g48-g64 11 71691 427249 1000000 1000000 1000000 1000000 1000000 1000000
g48-g65 11 68 68 74 77 82 86 197 1000000
g48-g67 11 61 60 59 60 62 65 89 22150
g48-g68 11 9832 113759 442050 1000000 1000000 1000000 1000000 1000000
g48-g69 11 73 73 72 73 75 78 102 29232
g48-g70 11 70 69 83 67 67 68 83 5877
g48-g71 11 74 73 73 74 76 79 109 41493
